date,customer_id,product_id,sales_price,quantity,rating,origin_country,cost,profit
2018-10-23,342,62,2747,2,4,USA,2476.6930865637587,270.3069134362413
2018-11-13,981,26,1572,1,2,Germany,1400.4836898944848,171.51631010551523
2018-06-02,396,99,2396,6,3,China,2155.244564956507,240.75543504349298
2018-01-23,559,67,201,4,3,Japan,174.63579979536405,26.36420020463595
2018-12-19,697,47,2298,3,2,Germany,1916.9718164180206,381.0281835819794
2018-05-05,476,43,2031,2,2,Kenya,1694.6849699295435,336.3150300704565
2018-08-17,252,78,1052,1,3,Germany,971.7141865603713,80.28581343962867
2018-04-19,687,98,2434,5,1,Kenya,2135.9335730482676,298.0664269517324
2018-08-01,673,30,3214,5,3,Japan,2775.3541301869645,438.64586981303546
2018-03-03,249,92,1393,4,4,China,1160.4554206209498,232.54457937905022
2018-12-14,78,93,3224,5,4,China,2709.6571516806957,514.3428483193043
2018-05-08,395,50,762,4,1,Kenya,650.7404811767436,111.25951882325637
2018-02-23,433,86,2903,3,4,Germany,2499.3107255144682,403.68927448553177
2018-03-05,894,93,962,1,3,Germany,896.2135839816856,65.78641601831441
2018-06-05,827,72,397,2,1,Germany,339.2196398114766,57.78036018852339
2018-11-20,952,62,1752,2,3,Japan,1504.3705009315254,247.62949906847462
2018-03-25,742,47,3783,5,4,Kenya,3395.960970362452,387.0390296375481
2018-03-23,750,62,3132,4,3,China,2832.6556087782574,299.3443912217426
2018-08-01,408,43,1811,5,2,USA,1655.1688109260385,155.83118907396147
2018-10-11,812,13,1142,4,2,Germany,960.5490425510914,181.45095744890864
2018-01-16,996,21,1669,1,2,Kenya,1535.4928238904754,133.5071761095246
2018-08-02,746,96,3059,1,1,Japan,2551.1919697851345,507.80803021486554
2018-06-01,330,86,1769,6,3,Kenya,1488.8401193410666,280.1598806589334
2018-12-28,200,33,2664,1,4,USA,2416.769461857188,247.23053814281184
2018-02-06,414,74,176,4,2,USA,156.94231079318308,19.057689206816917
2018-03-12,445,25,935,3,2,USA,845.2728099953662,89.72719000463383
2018-06-08,1000,97,2183,1,2,Germany,1919.6140937914013,263.3859062085987
2018-03-23,637,50,3150,6,4,Germany,2628.7855215324307,521.2144784675693
2018-04-25,615,95,1476,4,4,China,1357.0625876026681,118.93741239733185
2018-06-14,954,13,1305,6,4,Germany,1129.3338295283186,175.66617047168143
2018-11-10,885,7,3897,4,1,Germany,3364.660498434432,532.3395015655678
2018-03-22,610,54,2397,1,3,Japan,2244.874229889167,152.12577011083295
2018-05-21,637,35,2303,1,2,China,1949.5784989417743,353.42150105822566
2018-07-07,605,84,3083,1,3,China,2691.9079813958933,391.09201860410667
2018-08-14,357,69,180,4,3,Japan,158.37820800563165,21.62179199436835
2018-11-27,864,3,893,4,1,USA,823.6966690213931,69.30333097860694
2018-02-16,705,56,2763,5,3,Kenya,2382.214078089038,380.78592191096186
2018-01-02,650,73,3353,5,1,Kenya,2801.9605083461024,551.0394916538976
2018-03-22,731,28,1440,4,2,Germany,1296.2500626118938,143.74993738810622
2018-09-26,485,99,1987,3,2,Kenya,1689.734384562721,297.26561543727894
2018-10-08,176,14,1725,1,3,China,1622.165379266753,102.834620733247
2018-07-03,86,49,3599,5,4,China,3108.75666063726,490.2433393627398
2018-11-07,279,45,2001,5,3,USA,1841.2009701102622,159.79902988973777
2018-04-03,39,24,2843,1,4,USA,2376.145871680169,466.85412831983103
2018-02-18,447,67,1352,1,4,Japan,1207.451569094114,144.5484309058861
2018-09-27,109,28,3487,2,1,Japan,3232.275309512105,254.7246904878948
2018-08-23,688,93,398,2,3,Kenya,353.3171316749848,44.68286832501519
2018-03-20,314,48,3744,1,4,USA,3487.6229085795503,256.3770914204497
2018-09-03,417,87,3793,5,1,Kenya,3224.0691092068514,568.9308907931486
2018-09-01,264,14,205,5,2,China,171.3354451830657,33.6645548169343
2018-04-04,723,60,1340,4,2,Germany,1245.4600132578205,94.53998674217951
2018-11-05,451,22,2197,1,4,USA,1866.0467006510405,330.9532993489595
2018-11-18,895,7,2556,1,2,Japan,2418.562040173659,137.43795982634083
2018-12-10,658,71,1880,4,4,USA,1640.8052377907095,239.1947622092905
2018-11-15,620,98,2192,5,2,USA,1950.9077370634043,241.09226293659572
2018-12-18,44,12,621,2,4,Japan,534.2017327171833,86.79826728281671
2018-08-08,441,22,2093,4,3,USA,1885.5088924855654,207.4911075144346
2018-08-28,486,82,2390,3,3,Kenya,2098.156114132497,291.8438858675031
2018-02-27,165,60,3519,2,2,Germany,2934.5153354302274,584.4846645697726
2018-09-27,608,16,3354,6,4,USA,2833.7177177458852,520.2822822541148
2018-07-14,101,23,3646,1,3,USA,3079.066241383193,566.9337586168072
2018-03-13,807,95,299,3,4,Kenya,254.38268990710907,44.61731009289093
2018-10-09,743,5,3354,6,1,China,3110.413319467355,243.586680532645
2018-09-04,476,83,2364,4,3,Kenya,2170.868575411251,193.1314245887488
2018-05-22,636,70,1073,2,2,China,925.6287030936916,147.37129690630843
2018-09-18,388,31,869,1,4,China,773.8651909970265,95.1348090029735
2018-06-19,484,85,2052,5,2,China,1732.9265696480018,319.07343035199824
2018-12-16,842,67,2637,4,3,Kenya,2365.0757628591246,271.92423714087545
2018-08-28,976,6,3032,3,4,Germany,2529.057672728494,502.9423272715062
2018-12-22,456,85,876,1,3,Japan,819.617285799248,56.38271420075205
2018-09-12,651,53,2875,3,4,Japan,2726.5210054347444,148.47899456525556
2018-03-27,343,4,250,2,1,Japan,236.5523559228302,13.447644077169798
2018-06-11,573,40,1136,3,4,Japan,956.6562549746765,179.34374502532353
2018-04-02,796,79,211,2,3,Japan,188.40388769458747,22.596112305412532
2018-09-13,361,62,2396,2,4,Japan,2177.4208711371994,218.57912886280064
2018-04-05,169,52,3762,2,3,Japan,3283.341258308308,478.65874169169183
2018-06-10,650,44,1874,1,2,Germany,1587.0165009134957,286.98349908650425
2018-12-08,392,1,3404,5,4,Japan,3135.01568041771,268.98431958229
2018-06-18,530,42,1286,1,1,USA,1214.5411125744547,71.4588874255453
2018-10-17,4,83,3014,1,1,Germany,2727.0929111041305,286.9070888958695
2018-10-12,758,29,2948,4,1,Kenya,2771.022240906497,176.9777590935032
2018-11-19,225,76,3546,1,1,Germany,3198.8212489171187,347.17875108288126
2018-01-21,73,89,3592,1,2,Germany,3261.2035105840782,330.79648941592177
2018-04-13,912,32,1997,6,4,China,1665.8898514712066,331.1101485287934
2018-08-15,322,99,2528,4,1,Japan,2185.9555480605377,342.0444519394623
2018-07-16,147,14,3942,6,4,China,3674.0163516869707,267.98364831302933
2018-12-09,477,71,864,4,2,Germany,771.837765625672,92.16223437432802
2018-09-06,478,54,1159,5,4,Japan,1074.649703278584,84.35029672141604
2018-09-02,45,93,2037,6,1,Japan,1755.2339889460497,281.76601105395025
2018-11-14,758,86,1615,4,1,Kenya,1386.4196833610458,228.58031663895417
2018-04-25,189,50,2662,5,1,China,2282.0590747263827,379.94092527361727
2018-08-23,201,7,914,3,3,Japan,844.3913796171873,69.60862038281266
2018-08-22,885,41,3740,5,1,Kenya,3221.5224226779446,518.4775773220554
2018-10-25,72,1,640,4,1,Germany,551.1644538723805,88.83554612761952
2018-06-15,137,93,281,3,3,Japan,234.7857560278204,46.21424397217959
2018-02-28,228,80,3934,3,2,Germany,3356.9351149463982,577.0648850536018
2018-07-17,775,51,880,6,1,USA,734.9044006063417,145.0955993936583
2018-04-24,576,86,1108,6,4,Japan,929.5128556327096,178.4871443672904
2018-08-22,261,74,314,5,2,Kenya,294.5753229765677,19.42467702343231
2018-01-09,829,70,2163,2,2,Germany,2013.8463363199455,149.15366368005448
2018-04-28,514,88,1254,3,4,Germany,1075.4620294819101,178.53797051808988
2018-04-14,958,86,3813,5,3,USA,3566.4990004999154,246.50099950008462
2018-01-27,914,17,1252,5,3,Japan,1062.1089233336838,189.89107666631617
2018-11-25,922,31,1596,2,1,China,1409.2562564222512,186.74374357774877
2018-06-22,623,81,2734,5,1,Kenya,2410.112092627753,323.8879073722469
2018-02-27,861,59,509,6,2,Germany,435.24210272684525,73.75789727315475
2018-01-28,135,33,1361,2,3,USA,1289.2443840831456,71.75561591685437
2018-11-08,89,68,1225,5,1,China,1132.959253975639,92.04074602436094
2018-06-06,314,32,2081,2,1,Germany,1841.3704683701922,239.62953162980784
2018-11-26,722,84,2859,4,3,USA,2620.3981361777483,238.60186382225174
2018-10-21,381,31,3502,4,4,Japan,3227.325571128024,274.67442887197603
2018-01-28,340,90,487,3,4,Germany,440.1771741900148,46.822825809985204
2018-10-13,74,13,125,4,4,Germany,116.1437177496516,8.8562822503484
2018-04-26,994,17,1624,6,2,USA,1460.5796452810646,163.4203547189354
2018-01-10,349,70,2355,3,1,Germany,2138.9302750393567,216.06972496064327
2018-02-07,52,47,603,6,2,Kenya,521.7094693141541,81.29053068584585
2018-11-25,372,23,2787,1,1,Germany,2367.0988067537296,419.9011932462704
2018-07-09,961,79,1044,6,4,Kenya,990.0843263197947,53.91567368020526
2018-05-04,547,47,1151,5,4,China,996.0747281437475,154.9252718562525
2018-02-21,921,82,1429,5,4,Kenya,1256.225246841881,172.77475315811898
2018-05-26,280,73,232,5,2,China,218.21592207531825,13.784077924681753
2018-12-06,278,93,999,4,3,Japan,858.5706570024323,140.4293429975677
2018-07-28,622,47,1218,5,4,Kenya,1139.7232759101967,78.27672408980334
2018-06-04,737,43,2908,5,2,Germany,2506.343963150671,401.6560368493292
2018-03-06,634,22,453,1,3,China,386.64716012300244,66.35283987699756
2018-09-28,198,33,2081,5,1,USA,1748.6812281200398,332.3187718799602
2018-01-28,400,20,1345,3,4,Japan,1252.4089553036968,92.59104469630324
2018-05-13,786,84,3171,5,2,Japan,2989.454418341146,181.5455816588542
2018-01-19,40,61,1985,6,4,Germany,1669.6539523126323,315.3460476873677
2018-07-27,627,78,1727,1,2,USA,1465.8414270166302,261.1585729833698
2018-05-19,767,69,2947,4,1,USA,2677.5088446739687,269.4911553260313
2018-09-02,410,21,3971,6,1,Japan,3589.2800023293926,381.7199976706074
2018-11-02,493,17,940,5,2,USA,816.1284397164142,123.87156028358584
2018-10-11,731,29,1640,4,3,Japan,1555.35068999659,84.64931000340994
2018-10-12,855,66,1193,6,2,Japan,1058.953101774588,134.04689822541195
2018-03-20,129,18,3401,4,4,China,3158.788510563749,242.2114894362512
2018-11-27,154,73,132,4,1,USA,115.69013232108563,16.309867678914372
2018-10-18,346,2,1292,2,2,China,1168.9295933847095,123.0704066152905
2018-08-06,803,58,3880,4,3,Japan,3436.5233451752947,443.4766548247053
2018-11-20,51,48,126,1,3,USA,119.21340045323026,6.786599546769736
2018-06-01,497,92,262,2,3,Germany,222.04660533268176,39.953394667318236
2018-02-16,176,96,3534,5,4,Japan,3340.0659217219377,193.93407827806232
2018-02-11,727,11,1339,3,1,Kenya,1177.8943840450493,161.10561595495074
2018-01-10,329,88,2811,3,1,China,2370.0432912023007,440.9567087976993
2018-04-07,272,42,1963,6,2,China,1827.9421533977081,135.05784660229187
2018-12-23,405,26,3793,6,1,China,3360.5461528303017,432.4538471696983
2018-03-07,559,45,1545,5,4,Japan,1362.5412232525398,182.4587767474602
2018-10-03,469,45,2994,1,1,China,2585.4118218248186,408.5881781751814
2018-09-19,633,33,565,4,3,China,493.30015001410914,71.69984998589086
2018-06-27,32,51,2197,6,4,Kenya,1913.5818716584154,283.41812834158463
2018-05-26,795,44,1766,5,3,Japan,1518.801084251213,247.19891574878693
2018-09-12,796,22,891,5,3,Japan,788.3933993636688,102.60660063633122
2018-10-13,831,1,2952,5,4,Kenya,2599.765401137231,352.23459886276896
2018-12-11,34,22,1190,4,2,China,1008.5842936331445,181.4157063668555
2018-07-16,800,73,3001,1,3,Japan,2788.974975361514,212.02502463848577
2018-07-08,143,35,112,6,3,China,101.86884113768863,10.131158862311366
2018-10-22,710,30,2159,3,4,Kenya,2045.004405489447,113.99559451055302
2018-02-09,982,53,1666,5,2,Japan,1397.2990160179252,268.70098398207483
2018-08-07,175,100,1589,6,3,China,1495.0036755153506,93.99632448464945
2018-09-11,789,6,2364,2,2,USA,1969.6440562431924,394.3559437568076
2018-07-20,829,54,3869,1,3,Germany,3547.112969522332,321.88703047766785
2018-06-01,922,16,1350,3,4,Germany,1250.8241375784908,99.17586242150924
2018-11-06,51,34,910,2,1,Kenya,803.7073709268963,106.29262907310374
2018-01-12,970,36,3327,1,3,China,3158.9582402949354,168.04175970506458
2018-04-19,190,51,2889,2,3,Japan,2577.1897388356765,311.8102611643235
2018-11-21,439,46,293,4,3,Japan,264.1956073146241,28.804392685375888
2018-05-05,821,74,2952,1,1,Japan,2606.844340365557,345.15565963444305
2018-12-10,544,94,3444,4,2,USA,3101.5738823638735,342.4261176361265
2018-10-14,338,100,3001,3,4,China,2653.071021838451,347.9289781615489
2018-02-21,497,38,3963,3,2,USA,3684.990594086077,278.0094059139228
2018-06-20,284,59,1905,1,3,USA,1626.140323155142,278.8596768448581
2018-02-28,138,38,3292,2,4,Japan,2907.3179323412733,384.68206765872674
2018-07-08,750,9,1715,6,1,Germany,1606.432718893722,108.56728110627796
2018-02-14,544,26,2849,5,1,Kenya,2545.8053379594685,303.1946620405315
2018-05-05,816,65,1240,6,3,China,1126.9215781292367,113.07842187076335
2018-07-01,542,68,2080,1,3,Japan,1923.638311663607,156.36168833639294
2018-07-20,241,90,3433,5,1,Germany,3085.297536269252,347.70246373074815
2018-07-08,292,68,2413,1,2,Germany,2218.9472722259047,194.05272777409527
2018-05-08,896,53,2884,6,3,Kenya,2729.24623044994,154.75376955006004
2018-04-24,244,68,2656,3,2,Germany,2354.087094780927,301.91290521907285
2018-03-10,153,84,1152,6,1,Germany,1005.1456403613087,146.85435963869134
2018-03-10,996,5,3026,4,4,China,2763.935652687438,262.06434731256195
2018-09-23,644,32,111,5,2,Germany,99.85256362075427,11.147436379245732
2018-07-05,379,91,2922,1,3,USA,2482.0641691581613,439.93583084183865
2018-12-09,681,30,2118,4,4,Japan,1978.6096599683565,139.39034003164352
2018-03-13,392,88,2933,5,4,Kenya,2468.765164832086,464.23483516791384
2018-12-13,614,50,1759,5,2,Japan,1522.2568069474878,236.7431930525122
2018-04-20,953,3,1487,1,3,China,1298.0777318083508,188.9222681916492
2018-01-01,676,94,956,6,3,China,806.2617733617213,149.73822663827866
2018-12-22,828,92,3498,4,2,USA,2931.101596832358,566.8984031676418
2018-03-15,338,27,1162,2,3,USA,973.6396528787791,188.3603471212209
2018-06-12,625,48,3805,2,1,Japan,3217.227206901504,587.7727930984961
2018-10-09,705,97,1602,1,4,USA,1417.257018693253,184.74298130674697
2018-11-19,923,87,3807,1,2,Japan,3583.416208176072,223.5837918239281
2018-11-23,641,18,1761,2,1,Japan,1579.7806098027272,181.2193901972728
2018-10-10,928,50,267,4,4,Kenya,228.19457154348646,38.80542845651354
2018-11-02,58,36,3281,3,3,Kenya,2908.014875132791,372.9851248672089
2018-06-24,642,23,2841,4,2,Germany,2536.9563096510274,304.04369034897263
2018-08-15,119,83,1038,6,4,Germany,967.435653821026,70.564346178974
2018-12-17,458,19,1880,3,1,USA,1698.1980635571258,181.8019364428742
2018-06-25,950,6,521,1,3,Germany,469.9468236692133,51.0531763307867
2018-01-07,912,7,3254,1,4,China,2730.098158739109,523.9018412608912
2018-02-12,101,64,3802,5,3,Japan,3503.0138023789946,298.98619762100543
2018-10-04,351,10,3113,2,2,Germany,2708.1382249674416,404.8617750325584
2018-01-27,224,53,1197,5,3,China,1002.1651013890394,194.83489861096064
2018-02-13,174,71,3939,2,1,Germany,3735.8684522911035,203.1315477088965
2018-10-11,858,76,3471,6,4,China,3130.212828597697,340.7871714023031
2018-02-28,788,35,3598,4,3,Kenya,3237.951799523833,360.04820047616704
2018-09-23,196,95,1929,5,4,Japan,1700.8161347283306,228.18386527166945
2018-05-15,721,26,1999,4,3,Japan,1891.6398886127517,107.36011138724825
2018-02-18,119,40,1854,4,2,USA,1639.127083882276,214.8729161177239
2018-01-22,796,64,465,4,1,China,394.45909233677077,70.54090766322923
2018-03-08,111,2,1237,1,2,Kenya,1135.1628140467656,101.83718595323444
2018-07-14,766,79,3511,6,3,Kenya,2928.9864823748308,582.0135176251692
2018-07-07,269,92,2715,6,4,Japan,2365.927022887634,349.07297711236606
2018-09-26,932,79,1320,2,3,Germany,1183.821499977711,136.17850002228897
2018-06-04,382,49,1214,2,1,China,1125.611558139107,88.38844186089295
2018-08-03,60,73,2700,4,3,Kenya,2343.8144517799956,356.1855482200044
2018-08-23,10,5,3654,3,3,USA,3134.6903631735113,519.3096368264887
2018-04-06,960,55,2621,3,2,Germany,2401.338217763083,219.66178223691713
2018-04-01,771,24,2089,6,1,USA,1762.054892863813,326.94510713618706
2018-01-18,501,72,1305,5,3,China,1191.2687499280687,113.7312500719313
2018-03-25,924,29,2972,5,4,China,2766.468914384169,205.53108561583122
2018-02-25,57,89,2631,2,4,Kenya,2483.14607684116,147.8539231588402
2018-03-25,995,5,3240,4,4,USA,2940.80597847175,299.1940215282498
2018-06-03,726,12,2846,3,4,Germany,2448.831767372588,397.1682326274122
2018-08-06,528,9,3129,5,1,China,2865.3027377831972,263.69726221680276
2018-05-10,681,23,1301,2,2,Japan,1097.9592206591135,203.0407793408865
2018-04-28,552,54,3697,1,1,Germany,3166.8796208045082,530.1203791954918
2018-06-22,403,31,1567,3,2,USA,1477.2063252283751,89.79367477162486
2018-07-25,691,20,3348,3,4,Kenya,2930.1974361517578,417.80256384824224
2018-05-23,382,21,897,5,1,Japan,789.2554429333662,107.74455706663377
2018-11-05,811,8,1879,1,2,Kenya,1774.7644493022005,104.23555069779945
2018-03-05,678,33,3214,2,3,Germany,2781.5860316180133,432.4139683819867
2018-07-12,194,75,3195,2,3,China,2876.1788629434946,318.82113705650545
2018-09-16,926,20,3203,5,1,Kenya,2757.7467337306566,445.2532662693434
2018-02-23,152,27,3096,5,3,Kenya,2940.4136054299697,155.58639457003028
2018-02-12,767,72,660,6,1,Kenya,586.3179154649974,73.68208453500256
2018-09-18,384,19,1325,1,2,Germany,1182.4522855933985,142.54771440660147
2018-03-15,996,31,574,1,2,USA,480.87880686471254,93.12119313528746
2018-05-13,909,3,1110,3,4,Germany,991.5036423793706,118.4963576206294
2018-02-07,138,80,2200,5,2,Japan,1826.463884367042,373.53611563295794
2018-06-07,435,2,2924,1,1,Germany,2768.428171401547,155.57182859845307
2018-09-01,641,93,2120,6,2,Kenya,1759.6363368352802,360.3636631647198
2018-10-09,243,94,1656,2,1,China,1517.7557164422722,138.24428355772784
2018-08-08,852,20,2099,5,3,USA,1763.5939542114518,335.4060457885482
2018-09-26,143,98,256,6,2,Kenya,234.55181024832828,21.44818975167172
2018-09-18,510,83,451,3,4,Kenya,374.72035613781185,76.27964386218815
2018-01-08,850,66,425,1,3,USA,396.0167060283776,28.983293971622402
2018-09-24,865,35,1950,6,3,China,1824.4651631048741,125.53483689512586
2018-07-15,497,52,3896,6,1,Germany,3282.0155983195627,613.9844016804373
2018-11-01,620,4,104,6,4,Japan,91.4083106685369,12.591689331463101
2018-04-15,934,68,561,6,4,USA,475.739810821621,85.260189178379
2018-01-09,204,65,898,6,2,Japan,757.3712354621276,140.62876453787237
2018-09-05,175,73,2009,4,3,USA,1833.8198752592882,175.1801247407118
2018-09-03,877,78,1259,6,3,Japan,1092.775358842592,166.2246411574081
2018-10-04,220,35,1913,5,1,China,1602.2092021692843,310.79079783071575
2018-06-06,621,76,390,1,1,China,366.51118094882423,23.488819051175767
2018-01-14,288,1,744,1,4,Germany,692.7906102096749,51.209389790325076
2018-06-11,896,34,124,5,2,Germany,112.57490457393573,11.425095426064274
2018-03-21,943,38,3611,6,4,Germany,3034.615367045651,576.384632954349
2018-12-08,334,25,764,5,1,Kenya,640.3434987234,123.65650127660001
2018-04-06,418,98,1339,3,4,Japan,1136.0057096990547,202.9942903009453
2018-01-12,251,27,845,3,1,Germany,786.0710459115263,58.92895408847369
2018-01-17,712,84,2065,1,4,USA,1753.0366491796171,311.96335082038286
2018-09-08,914,3,1366,2,3,USA,1208.6021979256975,157.3978020743025
2018-02-18,515,23,3870,6,3,Japan,3460.010960708249,409.98903929175094
2018-06-04,927,54,483,4,4,Kenya,453.6262329645945,29.37376703540548
2018-09-12,344,79,3762,4,1,China,3375.718183961335,386.28181603866506
2018-05-08,929,54,2587,2,2,China,2377.5689691446214,209.4310308553786
2018-10-06,13,32,3731,6,1,Kenya,3513.5837174972557,217.41628250274425
2018-06-19,772,41,1797,2,1,Kenya,1630.9640416506238,166.0359583493762
2018-10-26,100,49,3886,4,1,China,3483.700511268629,402.2994887313712
2018-11-10,365,69,3519,3,3,Kenya,3084.0116334423356,434.98836655766445
2018-10-02,248,91,2700,5,1,USA,2307.8310821759787,392.16891782402126
2018-12-15,91,34,3418,5,3,Japan,2844.2176622892007,573.7823377107993
2018-01-20,379,16,3027,6,3,Kenya,2854.803803901715,172.19619609828487
2018-09-03,963,30,1807,3,3,USA,1627.1177988574498,179.88220114255023
2018-03-06,654,42,1877,2,3,USA,1661.9936148695092,215.0063851304908
2018-11-07,508,20,142,6,4,Japan,124.94644705667045,17.05355294332955
2018-05-07,492,75,2188,1,1,China,1857.2680479562614,330.7319520437386
2018-11-16,616,78,300,5,3,USA,254.61577181347246,45.38422818652754
2018-08-12,997,100,1180,2,3,Germany,1037.3567932150202,142.64320678497984
2018-10-01,384,85,2342,6,1,China,2183.7145718601864,158.28542813981358
2018-07-11,380,94,1762,6,4,USA,1594.542567201591,167.45743279840895
2018-04-04,638,25,526,1,2,China,499.1351492531382,26.864850746861805
2018-06-26,634,63,1229,1,4,USA,1096.4248059515346,132.5751940484654
2018-07-23,260,74,694,4,3,China,658.6338792137857,35.36612078621431
2018-05-17,331,15,1423,3,4,Japan,1291.28402876304,131.71597123696006
2018-11-20,881,83,1825,4,3,China,1719.365992458921,105.63400754107897
